id,carat,cut,color,clarity,depth,table,x,y,z,price
29714,0.63,Premium,J,SI1,61.9,59.0,5.49,5.47,3.39,7.074
29715,0.71,Very Good,G,VS2,61.5,57.0,5.69,5.73,3.51,7.841
29716,0.34,Ideal,F,SI2,60.1,56.0,4.54,4.55,2.73,6.103
29717,0.46,Premium,E,VS1,61.9,58.0,4.94,4.91,3.05,7.27
29718,1.13,Ideal,E,VVS2,61.6,56.0,6.69,6.71,4.13,9.316
29719,0.3,Very Good,D,SI2,62.4,59.0,4.25,4.28,2.66,6.103
29720,0.31,Ideal,F,IF,61.1,54.0,4.39,4.42,2.69,6.825
29721,0.3,Very Good,G,VS2,61.1,62.0,4.28,4.33,2.63,6.196
29722,1.22,Ideal,G,VS1,62.0,56.0,6.83,6.88,4.24,9.142
29723,0.41,Premium,D,SI1,59.2,62.0,4.85,4.82,2.86,6.853
29724,0.3,Premium,I,SI1,61.6,59.0,4.34,4.29,2.66,6.227
29725,0.3,Very Good,D,VVS2,59.0,59.0,4.4,4.42,2.6,6.592
29726,0.3,Premium,G,VVS1,60.7,58.0,4.36,4.34,2.64,6.921
29727,0.43,Premium,D,SI1,61.2,58.0,4.87,4.83,2.97,6.97
29728,1.01,Very Good,G,VS2,63.0,57.0,6.35,6.42,4.02,8.686
29729,1.3,Premium,F,SI2,61.6,58.0,7.07,6.92,4.33,8.664
29730,1.01,Good,E,SI1,62.6,61.0,6.38,6.43,4.01,8.464
29731,1.01,Premium,F,SI1,61.9,58.0,6.38,6.34,3.94,8.392
29732,0.59,Premium,H,SI1,62.9,60.0,5.34,5.24,3.33,7.143
29733,0.53,Ideal,J,SI1,61.4,56.0,5.2,5.23,3.2,6.949
29734,1.01,Very Good,G,VS2,60.2,58.0,6.51,6.54,3.93,8.734
29735,1.33,Premium,I,VS2,62.5,61.0,7.02,6.99,4.38,8.751
29736,0.34,Ideal,I,VS2,61.1,55.0,4.51,4.55,2.77,6.205
29737,0.71,Premium,E,SI1,60.4,62.0,5.72,5.67,3.44,7.8
29738,1.6,Premium,J,VS1,62.6,59.0,7.51,7.4,4.66,8.975
29739,0.5,Premium,E,VS2,61.4,58.0,5.12,5.07,3.13,7.465
29740,1.53,Premium,G,SI1,58.4,59.0,7.62,7.55,4.43,9.157
29741,0.4,Ideal,G,VVS1,62.4,54.0,4.73,4.75,2.96,6.95
29742,0.51,Ideal,E,VS2,62.5,55.0,5.13,5.08,3.19,7.485
29743,0.83,Premium,G,SI1,62.3,58.0,6.01,5.97,3.73,7.96
29744,0.52,Very Good,E,VS1,63.3,58.0,5.07,5.11,3.22,7.508
29745,0.3,Very Good,G,IF,62.8,57.0,4.28,4.32,2.7,6.797
29746,0.71,Premium,G,VS2,63.0,54.0,5.69,5.64,3.57,7.801
29747,0.31,Ideal,I,VVS1,61.2,55.6,4.33,4.38,2.67,6.284
29748,0.3,Premium,D,SI1,62.7,60.0,4.23,4.26,2.66,6.314
29749,1.02,Premium,G,VVS2,62.2,60.0,6.43,6.39,3.99,8.954
29750,0.37,Ideal,F,VVS2,60.5,60.0,4.65,4.67,2.82,6.775
29751,0.32,Ideal,F,VVS1,62.6,56.0,4.37,4.41,2.75,6.817
29752,0.4,Very Good,D,VVS2,60.8,56.0,4.78,4.82,2.92,7.033
29753,0.91,Very Good,H,VS1,62.7,63.0,6.1,6.03,3.8,8.31
29754,1.38,Ideal,J,SI2,61.0,56.0,7.22,7.26,4.42,8.66
29755,1.02,Very Good,F,SI1,62.9,56.0,6.39,6.43,4.03,8.688
29756,0.33,Ideal,E,VS2,62.8,56.0,4.45,4.41,2.78,6.833
29757,0.31,Ideal,F,VS2,60.8,57.0,4.38,4.41,2.67,6.368
29758,1.01,Good,H,SI2,63.7,55.0,6.37,6.32,4.04,8.312
29759,2.51,Ideal,H,SI2,62.0,57.0,8.72,8.67,5.39,9.75
29760,1.12,Premium,F,SI2,62.4,59.0,6.6,6.54,4.1,8.222
29761,0.9,Very Good,E,VS2,63.0,57.0,6.07,6.15,3.85,8.443
29762,0.33,Premium,I,VVS1,61.7,61.0,4.45,4.43,2.74,6.659
29763,1.51,Very Good,I,SI1,62.6,60.0,7.27,7.34,4.57,9.064
29764,0.32,Very Good,F,VVS2,63.2,52.0,4.38,4.39,2.77,6.526
29765,0.32,Ideal,D,VS2,61.3,56.0,4.41,4.37,2.69,6.879
29766,0.33,Premium,E,VVS2,60.3,58.0,4.49,4.47,2.7,7.016
29767,1.53,Good,E,SI2,57.1,56.0,7.69,7.65,4.38,8.942
29768,1.52,Premium,G,VS1,62.4,58.0,7.37,7.3,4.58,9.475
29769,0.39,Premium,F,VS2,62.4,58.0,4.65,4.61,2.89,6.959
29770,0.71,Premium,F,VS1,61.8,59.0,5.73,5.69,3.53,7.934
29771,0.35,Premium,H,VVS2,62.5,58.0,4.51,4.48,2.81,6.809
29772,1.55,Very Good,I,SI1,62.0,62.0,7.33,7.47,4.59,9.065
29773,2.05,Very Good,H,SI1,62.5,57.0,8.09,8.07,5.05,9.788
29774,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,8.64
29775,0.9,Ideal,I,VS2,62.0,53.0,6.17,6.23,3.85,8.333
29776,0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,6.347
29777,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,6.585
29778,0.37,Ideal,F,VVS2,61.1,56.0,4.62,4.65,2.83,6.895
29779,1.28,Ideal,E,VS1,62.2,55.0,6.94,6.99,4.33,9.431
29780,0.33,Ideal,G,VS1,61.4,54.0,4.44,4.48,2.74,6.501
29781,0.9,Good,H,SI2,63.6,60.0,6.11,6.06,3.87,8.069
29782,0.9,Good,F,SI1,63.3,60.0,6.09,6.11,3.86,8.281
29783,0.72,Ideal,D,SI2,60.5,57.0,5.82,5.89,3.54,8.063
29784,0.43,Premium,D,SI1,60.1,58.0,4.93,4.89,2.95,6.97
29785,0.31,Ideal,G,VS2,61.8,57.0,4.36,4.34,2.69,6.548
29786,0.33,Premium,G,VS1,62.2,58.0,4.39,4.42,2.74,6.501
29787,0.5,Ideal,E,VS2,62.7,55.0,5.12,5.08,3.2,7.352
29788,0.34,Premium,D,SI1,62.7,59.0,4.45,4.42,2.78,6.688
29789,0.38,Very Good,F,VS1,59.7,61.0,4.69,4.73,2.81,6.896
29790,1.1,Very Good,G,SI1,59.4,58.0,6.72,6.79,4.01,8.517
29791,1.25,Ideal,I,VS2,60.0,57.0,7.07,7.02,4.23,8.475
29792,0.25,Premium,E,VVS1,60.7,60.0,4.09,4.11,2.49,6.356
29793,1.25,Very Good,H,SI2,61.6,54.0,6.85,6.95,4.25,8.637
29794,0.42,Very Good,E,VVS1,60.5,55.0,4.85,4.9,2.95,7.219
29795,0.72,Ideal,G,VVS2,62.6,56.0,5.7,5.74,3.58,8.064
29796,0.5,Ideal,G,VVS2,62.8,57.0,5.04,4.99,3.15,7.568
29797,0.51,Premium,E,VS2,59.2,58.0,5.27,5.23,3.11,7.416
29798,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,9.113
29799,1.42,Ideal,J,VVS2,61.9,55.0,7.19,7.24,4.47,8.958
29800,1.21,Very Good,I,SI1,60.6,56.0,6.89,6.97,4.2,8.605
29801,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,6.34
29802,0.52,Ideal,G,VS1,61.6,54.0,5.21,5.24,3.22,7.451
29803,1.01,Good,F,SI2,61.5,61.0,6.33,6.38,3.91,8.267
29804,1.22,Ideal,D,SI2,61.8,58.0,6.84,6.92,4.25,8.76
29805,0.38,Premium,I,VS2,61.8,59.0,4.64,4.61,2.86,6.7
29806,0.42,Ideal,G,VVS1,60.6,56.0,4.86,4.88,2.95,7.072
29807,1.39,Ideal,I,SI2,61.6,55.0,7.14,7.18,4.41,8.786
29808,0.26,Ideal,H,SI1,60.5,58.0,4.16,4.17,2.52,6.161
29809,0.51,Premium,E,SI1,62.3,58.0,5.12,5.05,3.17,7.343
29810,1.5,Very Good,J,VVS2,63.3,57.0,7.28,7.25,4.6,9.039
29811,0.4,Very Good,H,VS1,62.7,56.0,4.71,4.73,2.96,6.693
29812,1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,8.885
29813,0.73,Ideal,G,VS1,61.6,57.0,5.76,5.79,3.56,8.017
29814,1.27,Very Good,J,SI1,63.2,55.0,6.89,6.87,4.35,8.643
29815,0.32,Ideal,E,VVS2,60.4,59.0,4.45,4.49,2.7,6.658
29816,1.74,Good,H,SI1,60.6,62.0,7.74,7.8,4.71,9.395
29817,1.01,Fair,E,SI2,55.2,65.0,6.78,6.67,3.71,8.323
29818,0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,6.654
29819,0.5,Ideal,F,VS1,62.1,55.0,5.08,5.12,3.17,7.456
29820,1.06,Ideal,D,VS2,62.5,54.0,6.6,6.53,4.1,8.851
29821,1.05,Premium,E,SI1,61.8,56.0,6.57,6.5,4.04,8.669
29822,1.02,Ideal,G,SI2,62.0,55.0,6.4,6.51,4.0,8.382
29823,1.13,Premium,D,SI2,60.9,59.0,6.65,6.72,4.07,8.543
29824,0.8,Very Good,F,SI1,63.9,56.0,5.84,5.87,3.74,8.011
29825,0.5,Ideal,D,VS2,62.3,55.0,5.07,5.11,3.17,7.469
29826,0.46,Very Good,D,VS2,63.4,59.0,4.88,4.83,3.08,6.937
29827,0.35,Ideal,E,VS1,61.9,56.0,4.55,4.53,2.81,6.995
29828,0.9,Very Good,I,VS2,63.4,57.0,6.07,6.1,3.86,8.157
29829,0.51,Premium,G,VS2,61.1,58.0,5.17,5.2,3.17,7.231
29830,1.25,Good,I,SI2,63.9,56.0,6.81,6.77,4.34,8.461
29831,0.6,Ideal,E,SI1,61.5,56.0,5.39,5.51,3.35,7.46
29832,0.55,Ideal,I,VS2,61.6,55.0,5.27,5.29,3.25,7.155
29833,0.35,Premium,I,SI1,62.5,58.0,4.53,4.49,2.82,6.407
29834,0.27,Very Good,E,VVS2,61.2,60.0,4.16,4.17,2.55,6.407
29835,0.28,Ideal,H,VS2,62.5,54.0,4.2,4.22,2.63,6.146
29836,1.01,Very Good,H,SI1,62.5,58.0,6.35,6.38,3.98,8.368
29837,0.4,Ideal,F,VVS1,61.7,57.0,4.72,4.75,2.92,7.028
29838,0.64,Very Good,G,SI1,64.0,53.8,5.49,5.53,3.53,7.418
29839,0.8,Premium,H,SI1,62.5,59.0,5.96,5.91,3.71,7.845
29840,1.0,Very Good,G,IF,58.3,62.0,6.51,6.57,3.81,8.987
29841,1.51,Ideal,G,VS2,61.8,55.0,7.43,7.39,4.58,9.444
29842,1.24,Premium,H,VS2,61.7,59.0,6.91,6.84,4.24,8.848
29843,0.34,Ideal,D,VS2,61.9,55.0,4.49,4.52,2.79,6.687
29844,0.41,Very Good,F,VS1,58.6,61.0,4.83,4.87,2.84,6.915
29845,1.01,Fair,H,SI1,65.3,57.0,6.33,6.23,4.1,8.356
29846,0.33,Ideal,D,VS2,61.8,56.0,4.44,4.4,2.73,6.91
29847,0.71,Ideal,H,SI1,60.8,57.0,5.77,5.81,3.52,7.604
29848,1.0,Ideal,D,SI1,62.5,55.0,6.43,6.38,4.0,8.503
29849,1.01,Premium,E,SI2,59.5,59.0,6.58,6.54,3.9,8.466
29850,1.21,Ideal,D,VVS2,61.3,56.0,6.86,6.9,4.22,9.544
29851,0.23,Premium,E,VVS1,61.1,60.0,4.01,3.95,2.43,6.522
29852,1.3,Premium,I,IF,61.8,58.0,6.95,7.0,4.31,8.939
29853,1.0,Very Good,F,SI1,63.1,56.0,6.36,6.34,4.01,8.406
29854,2.32,Ideal,I,SI2,62.0,57.0,8.45,8.49,5.25,9.771
29855,1.51,Very Good,F,VVS2,63.1,56.0,7.32,7.26,4.6,9.759
29856,0.31,Very Good,E,SI1,63.4,57.0,4.33,4.31,2.74,6.548
29857,0.32,Premium,D,VVS1,62.0,60.0,4.37,4.4,2.72,6.813
29858,1.51,Good,H,VS2,64.0,59.0,7.19,7.25,4.62,9.192
29859,1.34,Ideal,H,SI1,62.4,54.0,7.05,7.08,4.41,8.944
29860,0.72,Good,F,I1,63.6,58.0,5.72,5.62,3.6,7.061
29861,0.7,Premium,H,VVS2,61.0,57.0,5.76,5.72,3.5,7.862
29862,0.7,Very Good,F,SI1,63.5,59.0,5.59,5.65,3.57,7.725
29863,0.38,Very Good,F,VVS1,61.6,58.0,4.61,4.65,2.85,7.09
29864,0.45,Very Good,D,SI1,61.0,59.0,4.94,5.0,3.03,6.832
29865,0.33,Very Good,G,VS1,63.1,57.0,4.4,4.38,2.77,6.75
29866,0.82,Premium,F,SI2,59.7,57.0,6.14,6.12,3.66,7.961
29867,1.0,Very Good,F,VVS2,60.0,62.0,6.43,6.46,3.87,9.054
29868,1.11,Very Good,G,VS2,62.3,58.0,6.59,6.61,4.11,8.75
29869,0.7,Ideal,G,SI1,61.1,55.0,5.72,5.76,3.51,7.756
29870,1.07,Premium,G,SI2,62.2,58.0,6.56,6.49,4.06,8.173
29871,0.53,Very Good,J,VS2,62.9,58.0,5.16,5.18,3.25,7.016
29872,0.5,Good,F,VS2,63.3,58.0,4.98,5.03,3.17,7.27
29873,0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,8.201
29874,0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,7.618
29875,0.7,Fair,G,I1,65.3,59.0,5.5,5.47,3.58,7.037
29876,0.57,Ideal,G,SI1,60.5,57.0,5.4,5.37,3.26,7.222
29877,0.41,Very Good,H,VS1,61.5,55.0,4.8,4.82,2.96,6.669
29878,1.63,Ideal,H,SI1,61.9,57.0,7.59,7.53,4.68,9.313
29879,0.43,Very Good,G,VVS1,60.7,57.0,4.87,4.89,2.96,7.041
29880,0.4,Ideal,D,VVS1,62.8,57.0,4.65,4.68,2.93,7.154
29881,0.54,Ideal,H,VS2,62.0,54.0,5.22,5.27,3.25,7.228
29882,1.01,Premium,E,VS2,62.0,59.0,6.46,6.44,4.0,8.823
29883,0.23,Good,F,VS1,63.2,58.0,3.86,3.89,2.45,5.93
29884,0.33,Very Good,F,VVS2,63.5,54.0,4.42,4.37,2.79,6.542
29885,0.34,Ideal,F,VVS2,62.0,54.2,4.47,4.49,2.78,6.741
29886,1.14,Premium,H,SI1,59.3,59.0,6.8,6.76,4.02,8.605
29887,0.4,Very Good,F,VVS1,61.9,57.0,4.69,4.71,2.91,7.141
29888,1.2,Ideal,H,SI1,62.1,56.0,6.83,6.76,4.22,8.782
29889,0.4,Ideal,H,VVS1,62.1,57.0,4.68,4.72,2.92,6.817
29890,1.71,Ideal,G,VS1,62.2,55.0,7.72,7.65,4.78,9.775
29891,0.55,Ideal,E,VS2,62.5,56.0,5.26,5.23,3.28,7.616
29892,0.72,Good,E,SI1,63.7,58.0,5.71,5.66,3.62,7.767
29893,1.28,Very Good,G,VVS2,59.5,56.0,7.12,7.16,4.25,9.348
29894,0.31,Ideal,D,VS2,61.6,55.0,4.37,4.36,2.69,6.848
29895,1.52,Premium,G,VS1,61.9,58.0,7.38,7.35,4.56,9.577
29896,0.9,Good,G,SI2,63.8,59.0,6.02,6.05,3.85,8.103
29897,0.49,Premium,F,SI2,62.2,59.0,5.09,5.04,3.15,6.978
29898,0.26,Ideal,F,VVS1,61.6,57.0,4.1,4.08,2.52,6.645
29899,0.3,Ideal,E,IF,62.2,55.0,4.32,4.36,2.7,6.864
29900,0.41,Good,F,VVS2,63.6,56.0,4.68,4.72,2.99,6.904
29901,0.35,Ideal,F,VVS2,61.9,54.0,4.55,4.59,2.83,6.678
29902,1.51,Very Good,E,VS2,62.4,58.0,7.26,7.33,4.55,9.52
29903,0.37,Very Good,E,VS1,62.8,55.0,4.61,4.63,2.9,6.707
29904,0.3,Ideal,E,VVS2,61.7,55.0,4.28,4.31,2.65,6.671
29905,1.19,Ideal,I,SI1,62.3,55.0,6.8,6.82,4.24,8.646
29906,1.07,Ideal,D,VVS2,61.3,58.0,6.55,6.64,4.04,9.237
29907,1.16,Very Good,G,SI1,60.7,59.0,6.74,6.87,4.13,8.644
29908,0.91,Premium,F,SI2,61.4,60.0,6.23,6.21,3.82,8.194
29909,0.42,Very Good,D,VS2,63.2,58.0,4.77,4.79,3.02,6.813
29910,0.38,Ideal,D,VS1,61.9,53.5,4.66,4.69,2.9,6.891
29911,0.57,Premium,F,SI1,59.5,60.0,5.43,5.42,3.23,7.424
29912,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,7.487
29913,1.02,Ideal,F,VS1,61.5,56.0,6.47,6.5,3.99,8.977
29914,0.39,Very Good,F,VVS2,63.3,56.0,4.63,4.66,2.94,6.85
29915,0.51,Premium,D,VS2,60.9,58.0,5.18,5.14,3.14,7.448
29916,0.55,Ideal,E,SI1,61.7,56.0,5.24,5.29,3.25,7.347
29917,0.5,Very Good,D,VS2,63.0,57.0,5.03,5.06,3.18,7.431
29918,0.39,Very Good,E,VS2,60.1,61.0,4.72,4.76,2.85,6.79
29919,1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,8.382
29920,1.5,Premium,H,SI1,61.6,58.0,7.33,7.38,4.53,9.068
29921,0.7,Ideal,F,SI2,62.0,56.0,5.68,5.71,3.53,7.764
29922,0.4,Ideal,E,VVS2,61.5,56.0,4.74,4.79,2.93,7.054
29923,0.77,Very Good,J,SI1,63.3,57.0,5.84,5.79,3.68,7.606
29924,0.55,Ideal,F,VS2,60.9,57.0,5.3,5.34,3.24,7.44
29925,0.39,Good,F,SI1,63.6,58.0,4.65,4.6,2.94,6.825
29926,0.3,Premium,H,VS2,62.2,59.0,4.31,4.28,2.67,6.41
29927,0.5,Good,E,SI1,64.2,59.0,5.03,4.97,3.21,6.994
29928,0.8,Very Good,F,VS2,63.3,59.8,5.79,5.83,3.68,8.097
29929,1.13,Ideal,I,VS1,61.8,57.0,6.66,6.7,4.13,8.851
29930,0.75,Very Good,F,SI1,60.6,60.0,5.88,5.91,3.57,7.809
29931,0.51,Ideal,F,VS2,62.5,53.0,5.12,5.15,3.21,7.266
29932,0.7,Ideal,H,VS1,61.7,57.0,5.66,5.7,3.5,8.066
29933,0.35,Very Good,G,VS1,61.2,56.0,4.53,4.56,2.78,6.56
29934,1.09,Ideal,H,SI1,61.1,57.0,6.71,6.62,4.07,8.56
29935,0.3,Ideal,I,SI1,62.3,56.0,4.35,4.32,2.7,6.227
29936,0.71,Ideal,E,VVS2,62.0,56.0,5.71,5.74,3.55,8.404
29937,1.44,Premium,E,I1,61.1,62.0,7.23,7.15,4.39,8.549
29938,1.27,Ideal,H,VS1,61.4,56.0,6.95,6.97,4.27,9.066
29939,1.06,Ideal,E,SI2,62.2,55.0,6.54,6.51,4.06,8.579
29940,0.33,Premium,G,VVS1,62.1,58.0,4.43,4.4,2.74,7.016
29941,0.43,Ideal,F,SI2,60.7,57.0,4.88,4.91,2.97,6.609
29942,0.73,Very Good,E,VS2,61.5,58.0,5.71,5.8,3.54,8.104
29943,0.47,Ideal,D,VS1,61.0,55.0,5.03,5.01,3.06,7.388
29944,1.62,Very Good,J,SI2,61.6,60.0,7.52,7.64,4.67,8.864
29945,0.37,Premium,F,VS2,60.5,59.0,4.67,4.62,2.81,6.796
29946,1.65,Ideal,E,SI2,58.7,56.0,7.76,7.73,4.55,9.043
29947,0.56,Ideal,D,VS2,61.2,56.0,5.31,5.38,3.27,7.596
29948,1.01,Very Good,D,SI1,60.8,57.0,6.58,6.54,3.99,8.592
29949,0.23,Very Good,E,VVS1,62.9,59.0,3.9,3.95,2.47,6.25
29950,0.3,Ideal,G,VVS1,62.6,55.0,4.27,4.32,2.69,6.624
29951,1.21,Ideal,H,SI1,62.9,57.0,6.78,6.74,4.25,8.354
29952,0.77,Ideal,D,SI1,60.8,57.0,5.94,5.9,3.6,8.087
29953,0.7,Good,H,SI1,63.3,60.0,5.57,5.65,3.55,7.615
29954,0.7,Very Good,G,VS1,59.2,58.0,5.8,5.83,3.44,7.892
29955,1.16,Ideal,G,VS2,62.3,57.0,6.66,6.72,4.17,8.864
29956,0.7,Premium,J,IF,60.5,59.0,5.67,5.73,3.45,7.673
29957,1.3,Very Good,I,VS1,62.1,59.0,6.97,7.01,4.34,8.9
29958,0.59,Ideal,H,VVS1,62.1,55.0,5.38,5.41,3.35,7.693
29959,1.5,Very Good,H,VS2,62.8,57.0,7.25,7.3,4.57,9.302
29960,1.21,Good,E,VS1,61.7,58.0,6.73,6.78,4.17,9.094
29961,1.25,Ideal,G,SI2,61.6,57.0,6.91,6.98,4.28,8.568
29962,0.72,Ideal,F,SI2,61.7,55.0,5.79,5.75,3.56,7.74
29963,1.06,Premium,I,SI2,58.4,62.0,6.7,6.65,3.9,8.183
29964,2.11,Very Good,H,SI2,61.5,60.0,8.22,8.3,5.08,9.651
29965,2.04,Very Good,I,SI1,63.1,58.0,8.06,7.99,5.06,9.643
29966,1.0,Premium,F,SI1,60.3,61.0,6.43,6.38,3.86,8.456
29967,1.04,Ideal,H,SI2,61.8,55.0,6.54,6.5,4.03,8.382
29968,0.32,Very Good,F,VS2,61.2,58.0,4.38,4.41,2.69,6.4
29969,0.35,Very Good,D,VS1,60.8,56.0,4.56,4.58,2.78,6.926
29970,0.7,Ideal,E,SI2,62.0,56.0,5.71,5.74,3.55,7.631
29971,0.9,Good,H,VS2,64.1,56.0,6.0,6.05,3.86,8.269
29972,1.59,Ideal,H,SI1,61.5,57.0,7.53,7.59,4.65,9.29
29973,0.32,Ideal,F,VS2,62.4,57.0,4.34,4.38,2.72,6.469
29974,0.59,Ideal,D,SI2,62.3,55.0,5.41,5.38,3.36,7.36
29975,0.35,Premium,I,VS1,61.8,58.0,4.5,4.53,2.79,6.314
29976,1.14,Ideal,I,SI2,62.1,55.0,6.71,6.72,4.17,8.361
29977,0.55,Very Good,J,SI1,62.5,57.0,5.22,5.24,3.27,6.872
29978,0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,6.75
29979,0.31,Very Good,F,VS2,61.5,56.0,4.34,4.41,2.69,6.438
29980,0.71,Ideal,F,VS1,60.8,56.0,5.81,5.82,3.54,8.219
29981,0.7,Good,F,VS2,63.5,56.0,5.64,5.45,3.52,7.702
29982,1.0,Very Good,F,VS1,62.6,57.0,6.35,6.42,4.0,8.775
29983,0.71,Very Good,E,VS1,63.3,56.0,5.64,5.68,3.58,8.026
29984,1.51,Premium,G,SI1,60.6,60.0,7.45,7.41,4.5,9.237
29985,0.7,Very Good,F,VS2,62.3,56.0,5.66,5.71,3.54,7.767
29986,0.24,Very Good,G,VVS2,62.0,56.0,4.0,4.03,2.49,6.107
29987,0.41,Premium,G,SI1,60.3,59.0,4.79,4.76,2.88,6.828
29988,0.55,Ideal,F,SI1,62.4,55.0,5.23,5.28,3.28,7.251
29989,2.04,Very Good,G,SI2,61.4,58.0,8.04,8.11,4.96,9.622
29990,1.56,Ideal,G,SI1,60.4,56.0,7.51,7.55,4.55,9.527
29991,0.81,Very Good,H,SI2,61.3,59.0,5.94,6.01,3.66,7.936
29992,1.5,Very Good,F,SI2,58.5,55.0,7.51,7.56,4.41,9.131
29993,1.06,Premium,J,SI2,62.0,58.0,6.53,6.45,4.04,8.249
29994,0.9,Very Good,H,SI1,63.0,55.0,6.12,6.16,3.87,8.128
29995,1.13,Ideal,H,SI2,61.0,60.0,6.73,6.69,4.09,8.42
29996,0.84,Premium,F,SI2,62.3,59.0,6.06,6.01,3.76,7.96
29997,1.5,Very Good,G,SI2,63.2,58.0,7.25,7.19,4.56,8.868
29998,0.23,Ideal,G,VVS1,60.8,57.0,3.96,3.99,2.41,6.284
29999,1.51,Premium,G,SI2,62.7,57.0,7.33,7.29,4.58,8.874
30000,1.5,Premium,J,SI2,61.4,61.0,7.36,7.3,4.5,8.817
30001,1.51,Ideal,G,VS2,62.0,56.0,7.35,7.32,4.55,9.5
30002,0.33,Premium,E,IF,60.8,58.0,4.49,4.46,2.72,7.096
30003,0.3,Ideal,D,SI1,61.4,55.0,4.29,4.34,2.65,6.314
30004,1.21,Very Good,H,SI2,61.1,55.7,6.87,6.92,4.21,8.698
30005,1.22,Ideal,H,VS1,62.6,56.0,6.83,6.87,4.29,9.008
30006,1.65,Very Good,H,VS1,62.0,56.0,7.53,7.59,4.68,9.378
30007,0.44,Ideal,G,VVS1,61.8,55.0,4.86,4.91,3.02,7.119
30008,0.31,Premium,I,SI1,59.6,58.0,4.39,4.44,2.63,6.035
30009,0.83,Ideal,F,VS2,61.6,58.0,6.04,6.07,3.73,8.253
30010,0.5,Ideal,E,VS2,62.7,55.0,5.08,5.12,3.2,7.28
30011,1.2,Premium,H,VS1,62.7,58.0,6.75,6.65,4.2,8.814
30012,0.82,Ideal,I,VS1,62.3,57.0,5.98,6.02,3.74,7.833
30013,0.6,Premium,H,SI1,62.0,56.0,5.44,5.4,3.36,7.268
30014,0.5,Ideal,D,VVS2,61.4,55.0,5.13,5.16,3.16,7.817
30015,1.05,Very Good,E,SI2,63.3,57.0,6.5,6.46,4.1,8.469
30016,1.01,Good,E,SI1,64.1,59.0,6.35,6.31,4.06,8.407
30017,2.03,Ideal,G,SI2,61.5,57.0,8.15,8.07,4.99,9.405
30018,1.06,Very Good,E,SI1,59.6,57.0,6.62,6.67,3.96,8.581
30019,0.95,Fair,J,SI1,58.0,66.0,6.5,6.46,3.76,8.056
30020,0.24,Very Good,F,VS2,62.9,58.0,3.94,4.01,2.5,6.038
30021,0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,6.974
30022,0.3,Very Good,E,VS2,62.4,56.0,4.25,4.28,2.66,6.489
30023,2.0,Very Good,G,SI2,64.0,58.0,7.86,7.95,5.06,9.552
30024,1.16,Ideal,I,SI1,62.6,57.0,6.71,6.67,4.19,8.535
30025,1.22,Premium,G,VS1,61.3,58.0,6.91,6.89,4.23,9.08
30026,0.62,Ideal,H,VS2,61.2,54.0,5.51,5.6,3.4,7.388
30027,0.53,Very Good,G,SI2,60.9,55.0,5.26,5.29,3.21,6.996
30028,0.7,Good,J,SI2,61.6,57.2,5.65,5.68,3.49,7.438
30029,1.07,Premium,H,SI1,61.5,57.0,6.63,6.55,4.05,8.541
30030,1.04,Premium,F,SI1,61.5,59.0,6.53,6.47,4.0,8.47
30031,1.6,Ideal,E,SI2,62.7,53.9,7.43,7.49,4.68,9.287
30032,0.3,Premium,H,VVS1,60.7,58.0,4.35,4.38,2.65,6.43
30033,0.4,Premium,F,VS1,60.5,60.0,4.8,4.76,2.89,6.957
30034,0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,6.879
30035,2.37,Ideal,J,VS2,62.2,57.0,8.58,8.52,5.32,9.728
30036,0.93,Very Good,F,SI2,63.5,58.0,6.14,6.05,3.87,8.137
30037,0.91,Very Good,J,VS2,61.9,59.0,6.11,6.16,3.8,8.154
30038,1.21,Premium,H,VS2,59.9,59.0,6.94,6.92,4.15,8.931
30039,0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,7.737
30040,1.14,Premium,I,SI1,59.1,58.0,6.83,6.81,4.03,8.474
30041,0.34,Very Good,G,VS2,60.3,54.0,4.53,4.56,2.74,6.39
30042,0.32,Premium,F,VS2,60.6,59.0,4.44,4.4,2.68,6.719
30043,0.4,Ideal,I,VVS2,62.0,56.0,4.77,4.74,2.95,6.942
30044,0.32,Ideal,I,IF,60.8,54.0,4.47,4.44,2.71,6.762
30045,1.23,Ideal,H,SI1,61.7,55.0,6.94,6.9,4.27,8.817
30046,1.21,Ideal,J,VS1,62.3,55.0,6.81,6.86,4.26,8.58
30047,1.36,Very Good,H,VS1,59.9,58.0,7.16,7.2,4.3,9.125
